Export Time, Export Time Seconds, Last Cycle Count
2022-Mar-18-14:17:52,1647631072,37844

IntID,WARNID,Warn Text,Source,Type,Class,Subclass,Annotation,Reboot Count,Reinit Count,Retry Count,Clear Count,Set,Cleared,Elapsed,Response Time,Temperature,E10 Mode,OpMode,Station Mode,Tester Mode,Air P Low,Part Count,Cycle Count,User ID,Handler ID,Site ID
754,4336,WARNING4336-Contactor  reporting invalid temperature data.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,21:39:08 02-Mar-2022,21:39:09 02-Mar-2022,00:00:01,4581,-45.0,Productive,Initializing,1,1,0,0,26517,NA,MTX-A07,
755,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,22:55:29 02-Mar-2022,22:56:07 02-Mar-2022,00:00:38,3287,-45.0,Productive,Running,1,1,0,0,26517,rwcr20,MTX-A07,
756,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,23:50:16 02-Mar-2022,23:51:50 02-Mar-2022,00:01:34,895,-45.0,Productive,Running,1,1,0,0,26605,rwcr20,MTX-A07,
757,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,00:05:11 03-Mar-2022,00:05:16 03-Mar-2022,00:00:05,631,-45.0,Productive,Running,1,1,0,0,26616,rwcr20,MTX-A07,
758,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,00:15:42 03-Mar-2022,00:19:08 03-Mar-2022,00:03:26,7459,130.0,Productive,Running,1,1,0,0,26617,NA,MTX-A07,
759,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,02:20:01 03-Mar-2022,02:31:21 03-Mar-2022,00:11:20,3835,130.0,Productive,Running,1,1,0,0,26617,rwcr20,MTX-A07,
760,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,03:23:56 03-Mar-2022,03:24:34 03-Mar-2022,00:00:38,1430,130.0,Productive,Running,1,1,0,0,26697,rwcr20,MTX-A07,
761,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,03:47:46 03-Mar-2022,03:48:01 03-Mar-2022,00:00:15,5767,130.0,Productive,Running,1,1,0,0,26713,rwcr20,MTX-A07,
762,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,05:23:53 03-Mar-2022,05:35:41 03-Mar-2022,00:11:48,1978,130.0,Productive,Running,1,1,0,0,26720,rwcr20,MTX-A07,
763,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,05:56:51 03-Mar-2022,06:00:31 03-Mar-2022,00:03:40,1980,130.0,Productive,Running,1,1,0,0,26724,rwcr20,MTX-A07,
764,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,06:29:51 03-Mar-2022,06:32:23 03-Mar-2022,00:02:32,1012,130.0,Productive,Running,1,1,0,0,26727,rwcr20,MTX-A07,
765,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,06:46:43 03-Mar-2022,06:49:11 03-Mar-2022,00:02:28,1244,130.0,Productive,Running,1,1,0,0,26730,rwcr20,MTX-A07,
766,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,07:07:27 03-Mar-2022,07:09:34 03-Mar-2022,00:02:07,1200,130.0,Productive,Running,1,1,0,0,26732,rwcr20,MTX-A07,
767,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,10:42:16 03-Mar-2022,10:43:22 03-Mar-2022,00:01:06,0,130.0,Productive,Running,1,1,0,0,26732,rwcr20,MTX-A07,
768,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,12:21:53 03-Mar-2022,12:25:16 03-Mar-2022,00:03:23,4169,130.0,Productive,Running,1,1,0,0,26732,NA,MTX-A07,
769,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,13:36:14 03-Mar-2022,13:36:56 03-Mar-2022,00:00:42,6160,-45.0,Productive,Running,1,1,0,0,26732,rwcr20,MTX-A07,
770,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,15:17:59 03-Mar-2022,15:18:56 03-Mar-2022,00:00:57,55,-45.0,Productive,Running,1,1,0,0,26732,rwcr20,MTX-A07,
771,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,15:38:29 03-Mar-2022,16:28:52 03-Mar-2022,00:50:23,4135,50.0,Productive,Running,1,1,0,0,26732,NA,MTX-A07,
772,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,16:47:23 03-Mar-2022,16:51:21 03-Mar-2022,00:03:58,34232,130.0,Productive,Running,1,1,0,0,26732,rwcr20,MTX-A07,
773,12902,WARNING12902-A device is being tested. Do you want to stop? 
 Yes - Stop immediately; test will fail. 
 No - Do not stop.  
 Cancel - Stop after test,SC1_Handler:Ts_Coord,0,0,Other,0,0,0,0,0,02:17:55 04-Mar-2022,02:19:22 04-Mar-2022,00:01:27,651,130.0,Productive,Running,1,1,0,0,26954,NA,MTX-A07,
774,12646,WARNING12646-Output PnP cannot reach all pockets on TPS 6. Tray is being ejected.,SC1_Handler:PnP_Output,0,Assist,Other,0,0,0,0,1,02:28:46 04-Mar-2022,02:31:12 04-Mar-2022,00:02:26,495,130.0,Productive,Flushing,1,1,0,0,26954,rwcr20,MTX-A07,
775,13704,WARNING13704-Please open door and Unload Stack 7.,SC1_Handler:Tray_Coord,0,0,Other,0,0,0,0,0,02:37:01 04-Mar-2022,,00:00:00,5858,130.0,Standby,Running,1,1,0,0,26954,NA,MTX-A07,
776,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,1,0,04:14:39 04-Mar-2022,04:19:17 04-Mar-2022,00:04:38,688,130.0,Standby,Running,1,1,0,0,27005,rwcr20,MTX-A07,
777,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,04:26:07 04-Mar-2022,04:29:04 04-Mar-2022,00:02:57,15439,130.0,Standby,Running,1,1,0,0,27010,rwcr20,MTX-A07,
778,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,08:43:26 04-Mar-2022,08:52:17 04-Mar-2022,00:08:51,3277,110.0,Standby,Running,1,1,0,0,27183,NA,MTX-A07,
779,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,Assist,Other,0,0,0,0,1,09:38:03 04-Mar-2022,09:39:12 04-Mar-2022,00:01:09,36,110.0,Standby,Running,1,1,0,0,27183,rwcr20,MTX-A07,
780,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,09:38:38 04-Mar-2022,09:39:14 04-Mar-2022,00:00:36,1,25.0,Standby,Running,1,1,0,0,27183,NA,MTX-A07,
781,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,09:40:37 04-Mar-2022,09:40:50 04-Mar-2022,00:00:13,7578,110.0,Standby,Running,1,1,0,0,27183,rwcr20,MTX-A07,
782,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,11:46:55 04-Mar-2022,11:48:09 04-Mar-2022,00:01:14,961,110.0,Standby,Running,1,1,0,0,27561,rwcr20,MTX-A07,
783,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,12:02:56 04-Mar-2022,12:06:05 04-Mar-2022,00:03:09,0,85.0,Standby,Running,1,1,0,0,27565,NA,MTX-A07,
784,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,12:20:29 04-Mar-2022,12:21:34 04-Mar-2022,00:01:05,57,85.0,Standby,Initializing,1,1,0,0,27565,NA,MTX-A07,
785,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,12:21:26 04-Mar-2022,12:21:34 04-Mar-2022,00:00:08,279,85.0,Standby,Initializing,1,1,0,0,27565,NA,MTX-A07,
786,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,12:25:14 04-Mar-2022,12:26:20 04-Mar-2022,00:01:06,51,25.0,Productive,Running,1,1,0,0,27565,NA,MTX-A07,
787,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,12:26:05 04-Mar-2022,12:26:23 04-Mar-2022,00:00:18,0,85.0,Productive,Running,1,1,0,0,27565,NA,MTX-A07,
788,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,12:50:29 04-Mar-2022,12:51:45 04-Mar-2022,00:01:16,110,85.0,Productive,Running,1,1,0,0,27565,NA,MTX-A07,
789,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,12:51:42 04-Mar-2022,12:51:58 04-Mar-2022,00:00:16,37,85.0,Productive,Running,1,1,0,0,27565,NA,MTX-A07,
790,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,0,Other,0,0,0,0,0,12:53:19 04-Mar-2022,12:53:20 04-Mar-2022,00:00:01,267,85.0,Productive,Running,1,1,0,0,27565,NA,MTX-A07,
791,12902,WARNING12902-A device is being tested. Do you want to stop? 
 Yes - Stop immediately; test will fail. 
 No - Do not stop.  
 Cancel - Stop after test,SC1_Handler:Ts_Coord,0,0,Other,0,0,0,0,0,12:57:46 04-Mar-2022,,00:00:00,854,85.0,Productive,Running,1,1,0,0,27583,NA,MTX-A07,
792,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,13:12:00 04-Mar-2022,13:13:09 04-Mar-2022,00:01:09,48,25.0,Productive,Running,1,1,0,0,27588,NA,MTX-A07,
793,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,13:12:48 04-Mar-2022,13:13:33 04-Mar-2022,00:00:45,0,85.0,Productive,Running,1,1,0,0,27588,NA,MTX-A07,
794,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,13:22:49 04-Mar-2022,13:23:07 04-Mar-2022,00:00:18,96,85.0,Productive,Running,1,1,0,0,27588,rwcr20,MTX-A07,
795,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,13:24:25 04-Mar-2022,13:24:48 04-Mar-2022,00:00:23,2520,85.0,Productive,Running,1,1,0,0,27588,rwcr20,MTX-A07,
796,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,14:06:25 04-Mar-2022,14:08:23 04-Mar-2022,00:01:58,690,85.0,Productive,Running,1,1,0,0,27966,rwcr20,MTX-A07,
797,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,14:17:55 04-Mar-2022,14:18:46 04-Mar-2022,00:00:51,2226,85.0,Productive,Running,1,1,0,0,27970,NA,MTX-A07,
798,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,14:55:01 04-Mar-2022,14:55:38 04-Mar-2022,00:00:37,3253,55.0,Productive,Running,1,1,0,0,27970,rwcr20,MTX-A07,
799,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,15:49:14 04-Mar-2022,15:50:07 04-Mar-2022,00:00:53,6917,55.0,Productive,Running,1,1,0,0,28348,rwcr20,MTX-A07,
800,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,17:39:02 04-Mar-2022,17:46:38 04-Mar-2022,00:07:36,329,50.0,Productive,Running,1,1,0,0,28356,NA,MTX-A07,
801,4397,WARNING4397-Non Responsive Zones Detected Left_TS_3A Right_TS_3A. Closing Main LN2 valve.,SC1_Handler:TCS,0,Assist,Other,0,0,0,1,0,17:44:30 04-Mar-2022,17:46:33 04-Mar-2022,00:02:03,6927,130.0,Productive,Running,1,1,0,0,28356,rwcr20,MTX-A07,
802,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,19:39:57 04-Mar-2022,19:45:15 04-Mar-2022,00:05:18,1557,130.0,Productive,Running,1,1,0,0,28356,rwcr20,MTX-A07,
803,12902,WARNING12902-A device is being tested. Do you want to stop? 
 Yes - Stop immediately; test will fail. 
 No - Do not stop.  
 Cancel - Stop after test,SC1_Handler:Ts_Coord,0,0,Other,0,0,0,0,0,20:05:54 04-Mar-2022,,00:00:00,6090,130.0,Productive,Running,1,1,0,0,28361,NA,MTX-A07,
804,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,21:47:24 04-Mar-2022,21:47:37 04-Mar-2022,00:00:13,5772,130.0,Productive,Running,1,1,0,0,28366,rwcr20,MTX-A07,
805,12902,WARNING12902-A device is being tested. Do you want to stop? 
 Yes - Stop immediately; test will fail. 
 No - Do not stop.  
 Cancel - Stop after test,SC1_Handler:Ts_Coord,0,0,Other,0,0,0,0,0,23:23:35 04-Mar-2022,23:37:02 04-Mar-2022,00:13:27,1374,130.0,Productive,Running,1,1,0,0,28393,NA,MTX-A07,
806,13704,WARNING13704-Please open door and Unload Stack 7.,SC1_Handler:Tray_Coord,0,0,Other,0,0,0,0,0,23:46:29 04-Mar-2022,23:47:52 04-Mar-2022,00:01:23,93,130.0,Productive,Running,1,1,0,0,28398,NA,MTX-A07,
807,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,23:48:01 04-Mar-2022,23:50:27 04-Mar-2022,00:02:26,1,25.0,Productive,Running,1,1,0,0,28398,NA,MTX-A07,
808,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,01:44:14 05-Mar-2022,01:44:55 05-Mar-2022,00:00:41,583,25.0,Productive,Running,1,1,0,0,28398,rwcr20,MTX-A07,
809,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,01:53:57 05-Mar-2022,01:54:06 05-Mar-2022,00:00:09,658,25.0,Productive,Running,1,1,0,0,28401,rwcr20,MTX-A07,
810,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,02:04:55 05-Mar-2022,02:06:58 05-Mar-2022,00:02:03,954,25.0,Productive,Running,1,1,0,0,28402,rwcr20,MTX-A07,
811,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,02:20:49 05-Mar-2022,02:23:47 05-Mar-2022,00:02:58,859,25.0,Productive,Running,1,1,0,0,28405,rwcr20,MTX-A07,
812,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,02:35:08 05-Mar-2022,02:35:19 05-Mar-2022,00:00:11,925,25.0,Productive,Running,1,1,0,0,28411,rwcr20,MTX-A07,
813,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,02:50:33 05-Mar-2022,02:59:55 05-Mar-2022,00:09:22,2300,25.0,Productive,Running,1,1,0,0,28412,rwcr20,MTX-A07,
814,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,03:28:53 05-Mar-2022,03:28:55 05-Mar-2022,00:00:02,613,25.0,Productive,Running,1,1,0,0,28415,rwcr20,MTX-A07,
815,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,03:39:06 05-Mar-2022,03:39:19 05-Mar-2022,00:00:13,554,25.0,Productive,Running,1,1,0,0,28418,rwcr20,MTX-A07,
816,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,03:48:20 05-Mar-2022,03:54:16 05-Mar-2022,00:05:56,949,25.0,Productive,Running,1,1,0,0,28419,rwcr20,MTX-A07,
817,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,04:04:09 05-Mar-2022,04:05:17 05-Mar-2022,00:01:08,6247,25.0,Productive,Running,1,1,0,0,28420,rwcr20,MTX-A07,
818,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,05:48:16 05-Mar-2022,05:49:07 05-Mar-2022,00:00:51,1540,25.0,Productive,Running,1,1,0,0,28423,rwcr20,MTX-A07,
819,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,06:13:56 05-Mar-2022,06:50:44 05-Mar-2022,00:36:48,0,-45.0,Productive,Running,1,1,0,0,28473,NA,MTX-A07,
820,9001,WARNING9001-*Configuration Validation Rule Violation has occurred.,Machine:UI,0,0,Other,0,0,0,0,0,06:13:59 05-Mar-2022,06:14:03 05-Mar-2022,00:00:04,2601,-45.0,Productive,Running,1,1,0,0,28473,NA,MTX-A07,
821,4438,WARNING4438-Zone Right_Desoak_Shuttle is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,06:14:01 05-Mar-2022,06:16:15 05-Mar-2022,00:02:14,2599,-45.0,Productive,Running,1,1,0,0,28473,NA,MTX-A07,
822,4437,WARNING4437-Zone Left_Desoak_Shuttle is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,06:14:04 05-Mar-2022,06:16:54 05-Mar-2022,00:02:50,2596,-45.0,Productive,Running,1,1,0,0,28473,NA,MTX-A07,
823,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,06:57:20 05-Mar-2022,06:57:39 05-Mar-2022,00:00:19,4904,-45.0,Productive,Running,1,1,0,0,28473,rwcr20,MTX-A07,
824,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,08:19:04 05-Mar-2022,08:20:53 05-Mar-2022,00:01:49,931,-45.0,Productive,Running,1,1,0,0,28523,rwcr20,MTX-A07,
825,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,08:34:35 05-Mar-2022,08:49:10 05-Mar-2022,00:14:35,3506,125.0,Productive,Running,1,1,0,0,28524,NA,MTX-A07,
826,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,09:33:01 05-Mar-2022,09:33:05 05-Mar-2022,00:00:04,1914,125.0,Productive,Running,1,1,0,0,28524,rwcr20,MTX-A07,
827,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,10:04:55 05-Mar-2022,10:35:40 05-Mar-2022,00:30:45,1809,130.0,Productive,Running,1,1,0,0,28574,NA,MTX-A07,
828,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,10:40:08 05-Mar-2022,10:41:50 05-Mar-2022,00:01:42,5795,130.0,Productive,Running,1,1,0,0,28574,rwcr20,MTX-A07,
829,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,12:16:42 05-Mar-2022,12:17:19 05-Mar-2022,00:00:37,2627,130.0,Productive,Running,1,1,0,0,28663,rwcr20,MTX-A07,
830,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,13:00:29 05-Mar-2022,13:01:08 05-Mar-2022,00:00:39,1196,130.0,Productive,Running,1,1,0,0,28686,rwcr20,MTX-A07,
831,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,13:20:25 05-Mar-2022,13:24:24 05-Mar-2022,00:03:59,36017,130.0,Productive,Running,1,1,0,0,28693,rwcr20,MTX-A07,
832,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,23:20:42 05-Mar-2022,23:22:32 05-Mar-2022,00:01:50,1982,-45.0,Standby,Running,1,1,0,0,28696,NA,MTX-A07,
833,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,01:14:00 06-Mar-2022,01:25:56 06-Mar-2022,00:11:56,15364,-45.0,Standby,Running,1,1,0,0,28765,rwcr20,MTX-A07,
834,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,05:30:04 06-Mar-2022,05:31:24 06-Mar-2022,00:01:20,8573,-45.0,Standby,Running,1,1,0,0,29074,rwcr20,MTX-A07,
835,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,07:52:57 06-Mar-2022,07:56:27 06-Mar-2022,00:03:30,3084,-45.0,Standby,Running,1,1,0,0,29278,rwcr20,MTX-A07,
836,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,08:44:21 06-Mar-2022,08:44:34 06-Mar-2022,00:00:13,6373,-45.0,Standby,Running,1,1,0,0,29456,rwcr20,MTX-A07,
837,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,10:30:34 06-Mar-2022,10:44:23 06-Mar-2022,00:13:49,74467,-45.0,Standby,Running,1,1,0,0,29655,rwcr20,MTX-A07,
838,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,11:36:43 06-Mar-2022,11:37:08 06-Mar-2022,00:00:25,70498,50.0,Standby,Running,1,1,0,0,29835,NA,MTX-A07,
839,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,12:05:46 06-Mar-2022,07:49:31 07-Mar-2022,19:43:45,68755,50.0,Standby,Initializing,1,1,0,0,29835,NA,MTX-A07,
840,4400,WARNING4400-Zone Upper_Chamber is taking too long to reach setpoint.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,07:25:14 07-Mar-2022,07:26:51 07-Mar-2022,00:01:37,1352,25.0,Standby,Initializing,1,1,0,0,29835,NA,MTX-A07,
841,6452,WARNING6452-Partial Input Tray Detected at Input TPS2; Please confirm and Clear; or Retry as required.,SC1_Handler:PnP_Input,0,Assist,Other,0,0,0,0,1,08:06:26 07-Mar-2022,08:06:48 07-Mar-2022,00:00:22,43350,25.0,Standby,Running,1,1,0,0,29835,rwcr20,MTX-A07,
842,4338,WARNING4338-Right_Desoak_Shuttle  reporting invalid temperature data.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,17:00:02 07-Mar-2022,17:08:36 07-Mar-2022,00:08:34,11334,25.0,Standby,Running,1,1,0,0,29835,NA,MTX-A07,
843,4395,WARNING4395-Exceeded Temperature limits for Right_Desoak_Shuttle. Closing Main LN2 valve.,SC1_Handler:TCS,0,0,Other,0,0,0,0,0,17:05:04 07-Mar-2022,20:17:40 07-Mar-2022,03:12:36,11032,25.0,Standby,Running,1,1,0,0,29835,NA,MTX-A07,
844,14104,WARNING14104-Boat Chamber will reach temperature more quickly; if the handler is started.,SC1_Handler:Boat_Xport,0,0,Other,0,0,0,0,0,20:08:56 07-Mar-2022,20:17:40 07-Mar-2022,00:08:44,8242,85.0,Standby,Running,1,1,0,0,29835,NA,MTX-A07,
