Export Time, Export Time Seconds, Last Cycle Count, MCBI, Current Setpoint
2022-Mar-18-14:17:33,1647631053,21051,239,25

IntID,ALID,Alarm Text,SubID,Source,Type,Class,Subclass,Annotation,Arg1,Arg2,Reboot Count,Reinit Count,Retry Count,Clear Count,Time Occurred,Time Cleared,Set,Cleared,Elapsed,Response Time,Temperature,E10 Mode,OpMode,Station Mode,Tester Mode,Air P Low,Part Count,Cycle Count,User ID,Handler ID,Site ID
76,10870,ALARM10870-Boat Xport Access Doors unable to open door at Output,200-IO Group Wait Timeout,SC1_Handler:PnP_Transfer,User,Assist,Reboot,,,,1,0,1,0,1646426819,1646429193,14:46:59 04-Mar-2022,15:26:33 04-Mar-2022,00:39:34,68,-45.0,Alarm,Running,1,4,0,19003,19003,5,MTX-04,FSAUS
77,10481,ALARM10481-Unable to Read Tray Sensor on Dock TPS,200-IO Group Wait Timeout,SC1_Handler:Tray_Xport,User,Assist,Other,,DOCK_TPS,,0,0,1,0,1646434238,1646434654,16:50:38 04-Mar-2022,16:57:34 04-Mar-2022,00:06:56,273,-45.0,Alarm,Initializing,1,1,0,19003,19003,5,MTX-04,FSAUS
78,10421,ALARM10421-Unable to Read Tray Sensor on TPS1,275-CanOpenError::SDO_BadMuxRcvd,SC1_Handler:Tray_Xport,User,Assist,Other,,TPS1,,0,0,1,0,1646740980,1646743400,06:03:00 08-Mar-2022,06:43:20 08-Mar-2022,00:40:20,2416,130.0,Alarm,Running,1,1,0,19691,19691,5,MTX-04,FSAUS
79,10040,ALARM10040-Ionizer Imbalance Detected in Testsite Zone value -32.3 exceeds -25.0,0-None,SC1_Handler:MC,User,Assist,Other,,-32.3,-25.0,0,0,0,0,1646795169,1646795329,21:06:09 08-Mar-2022,21:08:49 08-Mar-2022,00:02:40,24665,-45.0,Alarm,Running,1,1,0,19811,19811,NA,MTX-04,FSAUS
80,10040,ALARM10040-Ionizer Imbalance Detected in Testsite Zone value -35.1 exceeds -25.0,0-None,SC1_Handler:MC,User,Assist,Other,,-35.1,-25.0,0,0,1,0,1646823352,1646823369,04:55:52 09-Mar-2022,04:56:09 09-Mar-2022,00:00:17,2881,-45.0,Alarm,Running,1,1,0,20101,20101,5,MTX-04,FSAUS
81,10040,ALARM10040-Ionizer Imbalance Detected in Testsite Zone value -25.4 exceeds -25.0,0-None,SC1_Handler:MC,User,Assist,Other,,-25.4,-25.0,0,0,1,0,1646826233,1646826668,05:43:53 09-Mar-2022,05:51:08 09-Mar-2022,00:07:15,3986,-45.0,Alarm,Running,1,1,0,20143,20143,5,MTX-04,FSAUS
82,11955,ALARM11955-Left Test-Site PnP lost part on nest(s) C1. Open door and remove parts to Clear,0-None,SC1_Handler:Ts_Head_Left,User,Assist,Other,,C1,,0,0,0,1,1646830219,1646832121,06:50:19 09-Mar-2022,07:22:01 09-Mar-2022,00:31:42,1743,-45.0,Alarm,Running,1,1,0,20327,20327,5,MTX-04,FSAUS
83,11922,ALARM11922-Left Test-Site PnP Z-Axis unable to move off Home sensor.,0-None,SC1_Handler:Ts_Head_Left,User,Assist,Other,,,,0,0,1,0,1646831996,1646832081,07:19:56 09-Mar-2022,07:21:21 09-Mar-2022,00:01:25,51488,-45.0,Alarm,Diag_Recovery,1,1,0,20327,20327,5,MTX-04,FSAUS
84,10960,ALARM10960-Transfer PnP pick operation unable to pick up parts on Z-Head(s) A4 at Boat6.,200-IO Group Wait Timeout,SC1_Handler:PnP_Transfer,Machine,Assist,Other,,A4,Boat6,0,0,0,1,1646945588,1646947254,14:53:08 10-Mar-2022,15:20:54 10-Mar-2022,00:27:46,1596,25.0,Alarm,Running,1,1,0,20601,20601,5,MTX-04,FSAUS
85,11955,ALARM11955-Left Test-Site PnP lost part on nest(s) C1. Open door and remove parts to Clear,0-None,SC1_Handler:Ts_Head_Left,User,Assist,Other,,C1,,0,0,0,1,1646968562,1646968978,21:16:02 10-Mar-2022,21:22:58 10-Mar-2022,00:06:56,1902,-45.0,Alarm,Running,1,1,0,20708,20708,5,MTX-04,FSAUS
86,11955,ALARM11955-Left Test-Site PnP lost part on nest(s) C1. Open door and remove parts to Clear,0-None,SC1_Handler:Ts_Head_Left,User,Assist,Other,,C1,,0,0,0,1,1646970464,1646972989,21:47:44 10-Mar-2022,22:29:49 10-Mar-2022,00:42:05,2316,-45.0,Alarm,Running,1,1,0,20747,20747,5,MTX-04,FSAUS
87,10040,ALARM10040-Ionizer Imbalance Detected in Testsite Zone value -31.7 exceeds -25.0,0-None,SC1_Handler:MC,User,Assist,Other,,-31.7,-25.0,0,0,1,0,1646976783,1646978953,23:33:03 10-Mar-2022,00:09:13 11-Mar-2022,00:36:10,2152,-45.0,Alarm,Running,1,1,0,20747,20747,5,MTX-04,FSAUS
88,12161,ALARM12161-Right Test-Site PnP Chuck(s) 2 unable to extend.,0-None,SC1_Handler:Ts_Head_Right,User,Assist,Other,,2,,0,0,1,0,1647275865,1647275951,11:37:45 14-Mar-2022,11:39:11 14-Mar-2022,00:01:26,25,25.0,Alarm,Running,1,1,0,21051,21051,5,MTX-04,FSAUS
89,10340,ALARM10340-ATT unable to Open Tray Restraint,20050-Either the Front or the Back sensor could not be UN-Blocked,SC1_Handler:Tray_Xport,User,Assist,Other,,,,0,0,1,0,1647380869,1647380943,16:47:49 15-Mar-2022,16:49:03 15-Mar-2022,00:01:14,1,50.0,Alarm,Diag_Recovery,1,5,0,21051,21051,5,MTX-04,FSAUS
90,10421,ALARM10421-Unable to Read Tray Sensor on TPS1,200-IO Group Wait Timeout,SC1_Handler:Tray_Xport,User,Assist,Other,,TPS1,,0,0,0,0,1647380974,1647456519,16:49:34 15-Mar-2022,13:48:39 16-Mar-2022,20:59:05,-1,50.0,Alarm,Diag_Recovery,1,5,0,21051,21051,NA,MTX-04,FSAUS
